scenario_key,scenario_name,pd_multiplier,issue_year,grade,loan_status,loans,exposure_at_default,expected_loss,expected_loss_rate,exposure_weighted_pd,exposure_weighted_lgd
moderate,Moderate Deterioration,1.25,2015,B,Current,10316,67019791.62000005,8525394.234855942,0.12720711343291902,0.14222266306957881,0.8944222438774482
moderate,Moderate Deterioration,1.25,2015,B,In Grace Period,71,516681.88,65725.61051789387,0.12720711343291907,0.142222663069579,0.8944222438774478
moderate,Moderate Deterioration,1.25,2015,B,Late (16-30 days),36,232512.38,29577.228697217986,0.12720711343291907,0.14222266306957898,0.8944222438774477
moderate,Moderate Deterioration,1.25,2015,B,Late (31-120 days),213,1404405.7799999998,178650.40536230718,0.1272071134329191,0.14222266306957906,0.8944222438774478
moderate,Moderate Deterioration,1.25,2015,C,Current,15133,102451867.59999986,20929469.294966064,0.2042858737986158,0.22883414000097585,0.8927246336483918
moderate,Moderate Deterioration,1.25,2015,C,In Grace Period,185,1326999.09,271087.16863061785,0.20428587379861565,0.2288341400009759,0.8927246336483902
moderate,Moderate Deterioration,1.25,2015,C,Late (16-30 days),103,771512.2000000002,157609.0439232924,0.2042858737986157,0.2288341400009759,0.8927246336483903
moderate,Moderate Deterioration,1.25,2015,C,Late (31-120 days),448,3475775.4699999997,710051.8290167443,0.20428587379861574,0.22883414000097602,0.8927246336483906
moderate,Moderate Deterioration,1.25,2015,D,Current,8601,61088100.739999995,16227749.245194502,0.2656450118536539,0.2978737278285836,0.8918041003150311
moderate,Moderate Deterioration,1.25,2015,D,In Grace Period,171,1297386.1300000001,344644.15388261585,0.26564501185365363,0.29787372782858296,0.8918041003150303
moderate,Moderate Deterioration,1.25,2015,D,Late (16-30 days),57,428918.04000000004,113939.93782004592,0.2656450118536537,0.2978737278285829,0.8918041003150303
moderate,Moderate Deterioration,1.25,2015,D,Late (31-120 days),311,2492982.4699999993,662248.3577941009,0.2656450118536538,0.297873727828583,0.8918041003150308
moderate,Moderate Deterioration,1.25,2015,E,Current,5937,44075395.93000002,14387305.590984832,0.32642487463605696,0.36704449355214347,0.8893332562410011
moderate,Moderate Deterioration,1.25,2015,E,Default,1,21999.94,19565.278277306643,0.8893332562410008,1.0,0.8893332562410008
moderate,Moderate Deterioration,1.25,2015,E,In Grace Period,119,976868.1599999999,318874.0666639557,0.32642487463605707,0.36704449355214375,0.8893332562410009
moderate,Moderate Deterioration,1.25,2015,E,Late (16-30 days),59,473138.6,154444.2081904795,0.32642487463605696,0.3670444935521437,0.8893332562410009
moderate,Moderate Deterioration,1.25,2015,E,Late (31-120 days),268,2432641.620000001,794074.7358429548,0.32642487463605696,0.36704449355214347,0.8893332562410003
moderate,Moderate Deterioration,1.25,2015,F,Current,1467,11935514.500000007,4522633.630248999,0.3789223858132799,0.42909214121695627,0.8830792955997999
moderate,Moderate Deterioration,1.25,2015,F,In Grace Period,37,340611.62,129065.36768612632,0.37892238581328,0.4290921412169563,0.8830792955998007
moderate,Moderate Deterioration,1.25,2015,F,Late (16-30 days),17,156644.52,59356.11524297605,0.37892238581327997,0.4290921412169564,0.8830792955998007
moderate,Moderate Deterioration,1.25,2015,F,Late (31-120 days),80,774884.0399999999,293620.909165433,0.37892238581327997,0.4290921412169563,0.8830792955998007
moderate,Moderate Deterioration,1.25,2015,G,Current,240,1928875.9900000005,776573.0655651311,0.4026039359664231,0.45478415906295205,0.8852637629154843
moderate,Moderate Deterioration,1.25,2015,G,In Grace Period,11,91638.72,36894.10935892499,0.4026039359664232,0.454784159062952,0.8852637629154845
moderate,Moderate Deterioration,1.25,2015,G,Late (16-30 days),1,12002.35,4832.1933508466,0.40260393596642324,0.45478415906295205,0.8852637629154845
moderate,Moderate Deterioration,1.25,2015,G,Late (31-120 days),19,216564.23,87189.61138753775,0.4026039359664232,0.45478415906295194,0.8852637629154845
moderate,Moderate Deterioration,1.25,2016,A,Current,20796,56055169.6499999,3453386.094615685,0.06160691540455789,0.06885044960001122,0.8947932186712741
moderate,Moderate Deterioration,1.25,2016,A,Default,2,3942.94,3528.115973627713,0.894793218671274,1.0,0.894793218671274
moderate,Moderate Deterioration,1.25,2016,A,In Grace Period,97,344666.05999999994,21233.812801242348,0.061606915404558114,0.06885044960001094,0.8947932186712743
moderate,Moderate Deterioration,1.25,2016,A,Late (16-30 days),67,156269.24,9627.265849014588,0.06160691540455811,0.06885044960001092,0.894793218671274
moderate,Moderate Deterioration,1.25,2016,A,Late (31-120 days),296,1062503.4699999995,65457.561393339434,0.06160691540455813,0.06885044960001094,0.8947932186712741
moderate,Moderate Deterioration,1.25,2016,B,Current,42968,178506695.11999923,22707321.41466526,0.12720711343291916,0.1422226630695799,0.8944222438774505
moderate,Moderate Deterioration,1.25,2016,B,Default,1,468.01,418.5985543570843,0.8944222438774477,1.0,0.8944222438774477
moderate,Moderate Deterioration,1.25,2016,B,In Grace Period,410,1794483.6600000001,228271.08649113978,0.12720711343291907,0.142222663069579,0.8944222438774477
moderate,Moderate Deterioration,1.25,2016,B,Late (16-30 days),217,769993.7099999998,97948.67721060418,0.12720711343291907,0.14222266306957904,0.8944222438774477
moderate,Moderate Deterioration,1.25,2016,B,Late (31-120 days),1127,5044045.020000002,641638.4070198903,0.12720711343291896,0.14222266306957887,0.8944222438774473
moderate,Moderate Deterioration,1.25,2016,C,Current,42340,251487630.31999832,51375370.30946458,0.20428587379861762,0.22883414000097838,0.8927246336483928
moderate,Moderate Deterioration,1.25,2016,C,Default,2,5253.01,4689.491427801331,0.8927246336483904,1.0,0.8927246336483904
moderate,Moderate Deterioration,1.25,2016,C,In Grace Period,609,3524120.5100000002,719928.0377569732,0.20428587379861568,0.2288341400009759,0.8927246336483904
moderate,Moderate Deterioration,1.25,2016,C,Late (16-30 days),305,1977637.6900000002,404003.443558726,0.20428587379861574,0.2288341400009759,0.8927246336483902
moderate,Moderate Deterioration,1.25,2016,C,Late (31-120 days),1574,10161117.579999998,2075772.7836007755,0.20428587379861576,0.22883414000097602,0.8927246336483906
moderate,Moderate Deterioration,1.25,2016,D,Current,16763,119440170.70000014,31728685.56140393,0.26564501185365347,0.29787372782858296,0.8918041003150324
moderate,Moderate Deterioration,1.25,2016,D,Default,3,17892.239999999998,15956.372995820602,0.8918041003150307,1.0,0.8918041003150307
moderate,Moderate Deterioration,1.25,2016,D,In Grace Period,365,2822405.39,749757.9132823662,0.26564501185365375,0.297873727828583,0.8918041003150307
moderate,Moderate Deterioration,1.25,2016,D,Late (16-30 days),192,1284030.74,341096.36114775576,0.26564501185365375,0.297873727828583,0.8918041003150307
moderate,Moderate Deterioration,1.25,2016,D,Late (31-120 days),866,6859265.77,1822129.736779011,0.26564501185365375,0.29787372782858296,0.8918041003150308
moderate,Moderate Deterioration,1.25,2016,E,Current,6476,60993150.010000035,19909681.34567248,0.326424874636057,0.3670444935521437,0.8893332562410003
moderate,Moderate Deterioration,1.25,2016,E,Default,1,11105.05,9876.090277219126,0.8893332562410008,1.0,0.8893332562410008
moderate,Moderate Deterioration,1.25,2016,E,In Grace Period,175,1762522.5000000002,575331.1861057298,0.32642487463605696,0.3670444935521436,0.8893332562410007
moderate,Moderate Deterioration,1.25,2016,E,Late (16-30 days),75,858196.74,280136.76326757274,0.3264248746360569,0.36704449355214364,0.8893332562410008
moderate,Moderate Deterioration,1.25,2016,E,Late (31-120 days),475,5094768.91,1663059.3027464305,0.32642487463605696,0.3670444935521436,0.8893332562410008
moderate,Moderate Deterioration,1.25,2016,F,Current,2004,21081301.999999993,7988177.249890275,0.3789223858132803,0.4290921412169566,0.8830792955998008
moderate,Moderate Deterioration,1.25,2016,F,Default,1,14928.28,13182.85498691659,0.8830792955998006,1.0,0.8830792955998006
moderate,Moderate Deterioration,1.25,2016,F,In Grace Period,70,923881.0499999999,350079.21167367825,0.37892238581328,0.42909214121695644,0.8830792955998007
moderate,Moderate Deterioration,1.25,2016,F,Late (16-30 days),27,312837.13999999996,118540.99545980306,0.37892238581327997,0.4290921412169565,0.8830792955998006
moderate,Moderate Deterioration,1.25,2016,F,Late (31-120 days),158,2114754.6299999994,801327.8698092801,0.3789223858132801,0.42909214121695644,0.8830792955998008
moderate,Moderate Deterioration,1.25,2016,G,Current,483,5520008.470000001,2222377.136589993,0.40260393596642297,0.454784159062952,0.8852637629154846
moderate,Moderate Deterioration,1.25,2016,G,In Grace Period,23,302504.06000000006,121789.32520182306,0.4026039359664232,0.454784159062952,0.8852637629154844
moderate,Moderate Deterioration,1.25,2016,G,Late (16-30 days),6,71384.56,28739.704823231295,0.40260393596642324,0.45478415906295205,0.8852637629154846
moderate,Moderate Deterioration,1.25,2016,G,Late (31-120 days),37,415148.92,167140.58920420974,0.4026039359664232,0.45478415906295205,0.8852637629154846
moderate,Moderate Deterioration,1.25,2017,A,Current,50866,360338525.9700034,22199345.086436972,0.06160691540455757,0.06885044960000904,0.8947932186712744
moderate,Moderate Deterioration,1.25,2017,A,Default,3,37177.35,33266.04066816848,0.8947932186712739,1.0,0.8947932186712739
moderate,Moderate Deterioration,1.25,2017,A,In Grace Period,204,1704909.5299999998,105034.21718713494,0.06160691540455813,0.06885044960001092,0.8947932186712741
moderate,Moderate Deterioration,1.25,2017,A,Late (16-30 days),107,878000.3900000001,54090.895751899014,0.06160691540455809,0.0688504496000109,0.894793218671274
moderate,Moderate Deterioration,1.25,2017,A,Late (31-120 days),491,4302151.240000003,265042.26750029484,0.06160691540455808,0.06885044960001087,0.8947932186712735
moderate,Moderate Deterioration,1.25,2017,B,Current,82983,667873058.3900067,84958203.89740771,0.1272071134329184,0.14222266306957781,0.8944222438774484
moderate,Moderate Deterioration,1.25,2017,B,Default,4,44827.14,40094.39114540849,0.8944222438774476,1.0,0.8944222438774476
moderate,Moderate Deterioration,1.25,2017,B,In Grace Period,626,5530546.609999999,703524.8699643163,0.12720711343291913,0.14222266306957895,0.8944222438774478
moderate,Moderate Deterioration,1.25,2017,B,Late (16-30 days),357,3155486.67,401400.35076675407,0.12720711343291907,0.14222266306957904,0.8944222438774476
moderate,Moderate Deterioration,1.25,2017,B,Late (31-120 days),1848,16809931.269999996,2138342.8338624625,0.12720711343291904,0.14222266306957898,0.894422243877448
moderate,Moderate Deterioration,1.25,2017,C,Current,85187,851450473.620007,173939303.9997074,0.20428587379861463,0.22883414000097455,0.8927246336483906
moderate,Moderate Deterioration,1.25,2017,C,Default,6,56967.83,50856.58516649378,0.8927246336483903,1.0,0.8927246336483903
moderate,Moderate Deterioration,1.25,2017,C,In Grace Period,1142,12580344.190000001,2569986.6055414863,0.2042858737986155,0.22883414000097585,0.8927246336483902
moderate,Moderate Deterioration,1.25,2017,C,Late (16-30 days),548,6033937.309999999,1232648.1558194188,0.20428587379861576,0.22883414000097618,0.8927246336483905
moderate,Moderate Deterioration,1.25,2017,C,Late (31-120 days),3081,34708781.19999998,7090513.695926968,0.2042858737986159,0.22883414000097588,0.8927246336483908
moderate,Moderate Deterioration,1.25,2017,D,Current,29566,306748514.340001,81486212.72793931,0.2656450118536507,0.2978737278285796,0.8918041003150274
moderate,Moderate Deterioration,1.25,2017,D,Default,4,32770.95,29225.267581218846,0.8918041003150305,1.0,0.8918041003150305
moderate,Moderate Deterioration,1.25,2017,D,In Grace Period,577,6686512.789999997,1776238.7693591574,0.26564501185365386,0.297873727828583,0.8918041003150308
moderate,Moderate Deterioration,1.25,2017,D,Late (16-30 days),303,3620732.579999999,961829.5491330102,0.2656450118536538,0.29787372782858307,0.8918041003150311
moderate,Moderate Deterioration,1.25,2017,D,Late (31-120 days),1572,19122799.900000006,5079876.4061105475,0.2656450118536536,0.29787372782858296,0.8918041003150301
moderate,Moderate Deterioration,1.25,2017,E,Current,8946,103203462.43999997,33688177.28898393,0.3264248746360563,0.3670444935521438,0.8893332562410026
moderate,Moderate Deterioration,1.25,2017,E,Default,4,51382.86,45696.48619877547,0.8893332562410008,1.0,0.8893332562410008
moderate,Moderate Deterioration,1.25,2017,E,In Grace Period,214,2934900.71,958024.5963310245,0.32642487463605696,0.36704449355214364,0.8893332562410011
moderate,Moderate Deterioration,1.25,2017,E,Late (16-30 days),109,1513165.9900000002,493935.01858929486,0.3264248746360568,0.3670444935521435,0.889333256241001
moderate,Moderate Deterioration,1.25,2017,E,Late (31-120 days),646,8783774.100000001,2867242.359423944,0.32642487463605685,0.3670444935521434,0.8893332562410005
moderate,Moderate Deterioration,1.25,2017,F,Current,2250,31839958.92999997,12064873.201952454,0.37892238581328047,0.42909214121695693,0.8830792955998015
moderate,Moderate Deterioration,1.25,2017,F,In Grace Period,72,1164565.4700000002,441279.9263281637,0.3789223858132799,0.4290921412169562,0.8830792955998005
moderate,Moderate Deterioration,1.25,2017,F,Late (16-30 days),38,608385.77,230530.9874632494,0.3789223858132799,0.42909214121695627,0.8830792955998004
moderate,Moderate Deterioration,1.25,2017,F,Late (31-120 days),227,3761268.229999999,1425228.731395292,0.3789223858132799,0.4290921412169565,0.8830792955998005
moderate,Moderate Deterioration,1.25,2017,G,Current,1117,17959659.649999984,7230629.663707355,0.4026039359664236,0.4547841590629524,0.885263762915486
moderate,Moderate Deterioration,1.25,2017,G,In Grace Period,52,910062.02,366394.55122555385,0.4026039359664233,0.454784159062952,0.8852637629154845
moderate,Moderate Deterioration,1.25,2017,G,Late (16-30 days),21,421953.70999999996,169880.2244416347,0.4026039359664232,0.45478415906295216,0.8852637629154847
moderate,Moderate Deterioration,1.25,2017,G,Late (31-120 days),134,2313093.73,931260.6399572548,0.4026039359664231,0.4547841590629521,0.8852637629154847
moderate,Moderate Deterioration,1.25,2018,A,Current,121070,1554548733.81997,95770952.33671208,0.06160691540455957,0.06885044960001246,0.8947932186712975
moderate,Moderate Deterioration,1.25,2018,A,In Grace Period,305,4175795.1400000006,257257.85793674484,0.06160691540455809,0.06885044960001092,0.8947932186712739
moderate,Moderate Deterioration,1.25,2018,A,Late (16-30 days),160,2130847.41,131274.9361278917,0.06160691540455809,0.06885044960001092,0.894793218671274
moderate,Moderate Deterioration,1.25,2018,A,Late (31-120 days),515,7528314.6800000025,463796.2456296529,0.06160691540455809,0.06885044960001091,0.8947932186712739
moderate,Moderate Deterioration,1.25,2018,B,Current,123264,1682408562.560036,214014336.8580806,0.1272071134329142,0.14222266306957673,0.8944222438774193
moderate,Moderate Deterioration,1.25,2018,B,Default,1,3250.42,2907.247949944134,0.8944222438774477,1.0,0.8944222438774477
moderate,Moderate Deterioration,1.25,2018,B,In Grace Period,616,9075338.34,1154447.5936584994,0.12720711343291907,0.14222266306957898,0.8944222438774476
moderate,Moderate Deterioration,1.25,2018,B,Late (16-30 days),371,5490059.630000003,698374.6381068997,0.12720711343291902,0.14222266306957893,0.8944222438774474
moderate,Moderate Deterioration,1.25,2018,B,Late (31-120 days),1570,24709095.669999998,3143172.7357185367,0.12720711343291896,0.14222266306957912,0.894422243877448
moderate,Moderate Deterioration,1.25,2018,C,Current,108070,1498692662.7600355,306161740.16750497,0.2042858737986137,0.22883414000097482,0.8927246336483735
moderate,Moderate Deterioration,1.25,2018,C,In Grace Period,972,15026142.519999992,3069628.6545207337,0.20428587379861585,0.22883414000097604,0.8927246336483902
moderate,Moderate Deterioration,1.25,2018,C,Late (16-30 days),491,7623399.4,1557352.8077448432,0.20428587379861576,0.228834140000976,0.8927246336483903
moderate,Moderate Deterioration,1.25,2018,C,Late (31-120 days),2352,36476754.99000001,7451685.766470169,0.20428587379861574,0.22883414000097604,0.8927246336483902
moderate,Moderate Deterioration,1.25,2018,D,Current,56234,782307902.7799945,207816192.10719976,0.2656450118536552,0.29787372782858224,0.8918041003150402
moderate,Moderate Deterioration,1.25,2018,D,Default,6,78692.07999999999,70177.9196063184,0.8918041003150307,1.0,0.8918041003150307
moderate,Moderate Deterioration,1.25,2018,D,In Grace Period,708,10928666.209999999,2903145.6649000742,0.2656450118536537,0.29787372782858285,0.891804100315031
moderate,Moderate Deterioration,1.25,2018,D,Late (16-30 days),387,5891778.49,1565121.5668151523,0.26564501185365375,0.29787372782858296,0.891804100315031
moderate,Moderate Deterioration,1.25,2018,D,Late (31-120 days),1894,28916540.400000002,7681534.717324656,0.2656450118536537,0.297873727828583,0.8918041003150304
moderate,Moderate Deterioration,1.25,2018,E,Current,14796,201118738.90000054,65650159.132394284,0.32642487463605563,0.36704449355214186,0.8893332562410017
moderate,Moderate Deterioration,1.25,2018,E,In Grace Period,238,3482917.85,1136911.0225539352,0.326424874636057,0.3670444935521436,0.8893332562410009
moderate,Moderate Deterioration,1.25,2018,E,Late (16-30 days),141,2061350.5500000003,672876.0948647171,0.32642487463605696,0.36704449355214364,0.8893332562410008
moderate,Moderate Deterioration,1.25,2018,E,Late (31-120 days),700,10554487.099999998,3445247.12846538,0.326424874636057,0.36704449355214386,0.8893332562410008
moderate,Moderate Deterioration,1.25,2018,F,Current,2276,39363587.419999994,14915744.459356014,0.37892238581328,0.4290921412169561,0.8830792955998011
moderate,Moderate Deterioration,1.25,2018,F,In Grace Period,46,954507.98,361684.4410594145,0.3789223858132799,0.42909214121695627,0.8830792955998006
moderate,Moderate Deterioration,1.25,2018,F,Late (16-30 days),37,642599.21,243495.22577492893,0.37892238581328,0.4290921412169564,0.8830792955998006
moderate,Moderate Deterioration,1.25,2018,F,Late (31-120 days),147,2696533.72,1021776.9906083593,0.37892238581328,0.4290921412169563,0.8830792955998006
moderate,Moderate Deterioration,1.25,2018,G,Current,472,8485711.049999997,3416380.668203769,0.40260393596642324,0.4547841590629521,0.8852637629154848
moderate,Moderate Deterioration,1.25,2018,G,In Grace Period,9,197962.5,79700.48167375305,0.4026039359664232,0.45478415906295205,0.8852637629154847
moderate,Moderate Deterioration,1.25,2018,G,Late (16-30 days),7,122366.19,49265.10972321517,0.4026039359664232,0.454784159062952,0.8852637629154845
moderate,Moderate Deterioration,1.25,2018,G,Late (31-120 days),39,761175.3699999999,306452.19992269855,0.40260393596642335,0.45478415906295205,0.8852637629154849
severe,Severe Deterioration,1.5,2013,B,Late (31-120 days),1,803.55,122.66073119882655,0.1526485361195029,0.1706671956834948,0.8944222438774477
severe,Severe Deterioration,1.5,2013,C,In Grace Period,1,553.53,135.69403166849733,0.2451430485583389,0.2746009680011712,0.8927246336483904
severe,Severe Deterioration,1.5,2013,C,Late (31-120 days),1,11.19,2.7431507133678124,0.2451430485583389,0.2746009680011712,0.8927246336483903
severe,Severe Deterioration,1.5,2013,D,Current,3,2671.9,851.7322886061328,0.31877401422438445,0.3574484733942995,0.8918041003150305
severe,Severe Deterioration,1.5,2013,F,Late (31-120 days),1,286.36,130.20985728178903,0.45470686297593593,0.5149105694603476,0.8830792955998006
severe,Severe Deterioration,1.5,2013,G,Current,1,507.28,245.0795095644566,0.4831247231597079,0.5457409908755425,0.8852637629154846
severe,Severe Deterioration,1.5,2014,A,Current,226,619143.7899999996,45772.24691254497,0.07392829848546975,0.08262053952001322,0.8947932186712747
severe,Severe Deterioration,1.5,2014,A,In Grace Period,1,1559.88,115.31927424151452,0.07392829848546972,0.08262053952001311,0.894793218671274
severe,Severe Deterioration,1.5,2014,A,Late (16-30 days),1,4545.52,336.0425593316724,0.07392829848546974,0.08262053952001311,0.894793218671274
severe,Severe Deterioration,1.5,2014,A,Late (31-120 days),1,4269.61,315.6450024965464,0.07392829848546974,0.08262053952001311,0.894793218671274
severe,Severe Deterioration,1.5,2014,B,Current,1936,5427194.280000003,828453.2620781395,0.1526485361195028,0.17066719568349464,0.8944222438774441
severe,Severe Deterioration,1.5,2014,B,Default,1,2274.99,2034.8016605987546,0.8944222438774477,1.0,0.8944222438774477
severe,Severe Deterioration,1.5,2014,B,In Grace Period,16,55838.51999999999,8523.668337079585,0.15264853611950294,0.17066719568349484,0.8944222438774478
severe,Severe Deterioration,1.5,2014,B,Late (16-30 days),4,21715.89,3314.8988190321516,0.15264853611950288,0.1706671956834948,0.8944222438774476
severe,Severe Deterioration,1.5,2014,B,Late (31-120 days),23,88942.61000000002,13576.959215147861,0.15264853611950288,0.17066719568349478,0.8944222438774476
severe,Severe Deterioration,1.5,2014,C,Current,3835,9001894.180000003,2206751.7820847603,0.2451430485583379,0.2746009680011716,0.8927246336483889
severe,Severe Deterioration,1.5,2014,C,In Grace Period,48,128497.66999999998,31500.310556443408,0.24514304855833893,0.27460096800117123,0.8927246336483906
severe,Severe Deterioration,1.5,2014,C,Late (16-30 days),18,45384.94,11125.802550237298,0.2451430485583389,0.2746009680011712,0.8927246336483903
severe,Severe Deterioration,1.5,2014,C,Late (31-120 days),87,275112.63,67441.94881510234,0.24514304855833896,0.2746009680011712,0.8927246336483902
severe,Severe Deterioration,1.5,2014,D,Current,3433,7959842.830000011,2537391.0515142838,0.3187740142243839,0.3574484733942992,0.8918041003150308
severe,Severe Deterioration,1.5,2014,D,In Grace Period,61,166741.93000000005,53152.99436562132,0.3187740142243844,0.3574484733942994,0.8918041003150304
severe,Severe Deterioration,1.5,2014,D,Late (16-30 days),23,69260.44999999998,22078.431673487266,0.3187740142243845,0.3574484733942996,0.8918041003150307
severe,Severe Deterioration,1.5,2014,D,Late (31-120 days),115,400748.62,127748.24629228245,0.3187740142243845,0.35744847339429964,0.8918041003150302
severe,Severe Deterioration,1.5,2014,E,Current,1724,4511978.039999999,1767386.2392811696,0.39170984956326826,0.44045339226257263,0.8893332562410016
severe,Severe Deterioration,1.5,2014,E,In Grace Period,48,180184.37000000002,70579.99246635228,0.3917098495632683,0.4404533922625723,0.8893332562410007
severe,Severe Deterioration,1.5,2014,E,Late (16-30 days),16,52031.67,20381.317628225625,0.3917098495632684,0.4404533922625724,0.8893332562410009
severe,Severe Deterioration,1.5,2014,E,Late (31-120 days),75,277986.3,108889.9717536496,0.39170984956326843,0.4404533922625724,0.8893332562410007
severe,Severe Deterioration,1.5,2014,F,Current,451,1325072.15,602519.4005432791,0.4547068629759362,0.5149105694603474,0.8830792955998001
severe,Severe Deterioration,1.5,2014,F,In Grace Period,14,51960.21,23626.66408867086,0.454706862975936,0.5149105694603475,0.8830792955998004
severe,Severe Deterioration,1.5,2014,F,Late (16-30 days),7,24731.190000000006,11245.441822561837,0.4547068629759358,0.5149105694603475,0.8830792955998005
severe,Severe Deterioration,1.5,2014,F,Late (31-120 days),24,95875.5,43595.24784124935,0.454706862975936,0.5149105694603476,0.8830792955998005
severe,Severe Deterioration,1.5,2014,G,Current,142,384269.2899999999,185649.9943500275,0.48312472315970795,0.5457409908755424,0.8852637629154847
severe,Severe Deterioration,1.5,2014,G,In Grace Period,7,17292.64,8354.50191270049,0.4831247231597079,0.5457409908755425,0.8852637629154846
severe,Severe Deterioration,1.5,2014,G,Late (16-30 days),3,12900.09,6232.352409985317,0.48312472315970795,0.5457409908755425,0.8852637629154845
severe,Severe Deterioration,1.5,2014,G,Late (31-120 days),6,16820.440000000002,8126.370418424477,0.48312472315970784,0.5457409908755425,0.8852637629154846
severe,Severe Deterioration,1.5,2015,A,Current,1408,8605510.840000004,636190.7739994648,0.07392829848546964,0.0826205395200131,0.894793218671273
severe,Severe Deterioration,1.5,2015,A,In Grace Period,9,63792.08,4716.039931248964,0.07392829848546974,0.08262053952001312,0.894793218671274
severe,Severe Deterioration,1.5,2015,A,Late (16-30 days),3,20174.670000000002,1491.4790256058516,0.07392829848546972,0.08262053952001311,0.8947932186712739
severe,Severe Deterioration,1.5,2015,A,Late (31-120 days),19,91950.02,6797.708524304911,0.07392829848546972,0.0826205395200131,0.8947932186712739
severe,Severe Deterioration,1.5,2015,B,Current,10316,67019791.62000005,10230473.081827078,0.15264853611950205,0.17066719568349498,0.8944222438774482
severe,Severe Deterioration,1.5,2015,B,In Grace Period,71,516681.88,78870.73262147266,0.1526485361195029,0.1706671956834948,0.8944222438774478
severe,Severe Deterioration,1.5,2015,B,Late (16-30 days),36,232512.38,35492.67443666158,0.15264853611950288,0.1706671956834948,0.8944222438774477
severe,Severe Deterioration,1.5,2015,B,Late (31-120 days),213,1404405.7799999998,214380.4864347686,0.15264853611950288,0.1706671956834948,0.8944222438774478
severe,Severe Deterioration,1.5,2015,C,Current,15133,102451867.59999986,25115363.15395925,0.24514304855833866,0.274600968001172,0.8927246336483918
severe,Severe Deterioration,1.5,2015,C,In Grace Period,185,1326999.09,325304.60235674155,0.2451430485583389,0.2746009680011712,0.8927246336483902
severe,Severe Deterioration,1.5,2015,C,Late (16-30 days),103,771512.2000000002,189130.8527079509,0.24514304855833888,0.2746009680011711,0.8927246336483903
severe,Severe Deterioration,1.5,2015,C,Late (31-120 days),448,3475775.4699999997,852062.194820093,0.24514304855833885,0.27460096800117123,0.8927246336483906
severe,Severe Deterioration,1.5,2015,D,Current,8601,61088100.739999995,19473299.094233412,0.31877401422438484,0.3574484733942989,0.8918041003150311
severe,Severe Deterioration,1.5,2015,D,In Grace Period,171,1297386.1300000001,413572.9846591391,0.31877401422438445,0.35744847339429947,0.8918041003150303
severe,Severe Deterioration,1.5,2015,D,Late (16-30 days),57,428918.04000000004,136727.92538405507,0.31877401422438434,0.35744847339429947,0.8918041003150303
severe,Severe Deterioration,1.5,2015,D,Late (31-120 days),311,2492982.4699999993,794698.0293529208,0.31877401422438445,0.3574484733942996,0.8918041003150308
severe,Severe Deterioration,1.5,2015,E,Current,5937,44075395.93000002,17264766.709181793,0.3917098495632682,0.44045339226257274,0.8893332562410011
severe,Severe Deterioration,1.5,2015,E,Default,1,21999.94,19565.278277306643,0.8893332562410008,1.0,0.8893332562410008
severe,Severe Deterioration,1.5,2015,E,In Grace Period,119,976868.1599999999,382648.8799967468,0.39170984956326843,0.44045339226257246,0.8893332562410009
severe,Severe Deterioration,1.5,2015,E,Late (16-30 days),59,473138.6,185333.0498285754,0.3917098495632684,0.44045339226257246,0.8893332562410009
severe,Severe Deterioration,1.5,2015,E,Late (31-120 days),268,2432641.620000001,952889.6830115455,0.3917098495632682,0.4404533922625722,0.8893332562410003
severe,Severe Deterioration,1.5,2015,F,Current,1467,11935514.500000007,5427160.356298793,0.4547068629759354,0.5149105694603474,0.8830792955997999
severe,Severe Deterioration,1.5,2015,F,In Grace Period,37,340611.62,154878.4412233516,0.4547068629759361,0.5149105694603476,0.8830792955998007
severe,Severe Deterioration,1.5,2015,F,Late (16-30 days),17,156644.52,71227.33829157126,0.454706862975936,0.5149105694603476,0.8830792955998007
severe,Severe Deterioration,1.5,2015,F,Late (31-120 days),80,774884.0399999999,352345.0909985197,0.454706862975936,0.5149105694603477,0.8830792955998007
severe,Severe Deterioration,1.5,2015,G,Current,240,1928875.9900000005,931887.6786781575,0.4831247231597078,0.5457409908755425,0.8852637629154843
severe,Severe Deterioration,1.5,2015,G,In Grace Period,11,91638.72,44272.93123070999,0.48312472315970795,0.5457409908755424,0.8852637629154845
severe,Severe Deterioration,1.5,2015,G,Late (16-30 days),1,12002.35,5798.63202101592,0.4831247231597079,0.5457409908755425,0.8852637629154845
severe,Severe Deterioration,1.5,2015,G,Late (31-120 days),19,216564.23,104627.53366504531,0.4831247231597079,0.5457409908755425,0.8852637629154845
severe,Severe Deterioration,1.5,2016,A,Current,20796,56055169.6499999,4144063.3135388545,0.07392829848547006,0.08262053952001348,0.8947932186712741
severe,Severe Deterioration,1.5,2016,A,Default,2,3942.94,3528.115973627713,0.894793218671274,1.0,0.894793218671274
severe,Severe Deterioration,1.5,2016,A,In Grace Period,97,344666.05999999994,25480.575361490817,0.07392829848546974,0.08262053952001314,0.8947932186712743
severe,Severe Deterioration,1.5,2016,A,Late (16-30 days),67,156269.24,11552.719018817505,0.07392829848546972,0.08262053952001311,0.894793218671274
severe,Severe Deterioration,1.5,2016,A,Late (31-120 days),296,1062503.4699999995,78549.07367200732,0.07392829848546975,0.08262053952001315,0.8947932186712741
severe,Severe Deterioration,1.5,2016,B,Current,42968,178506695.11999923,27248785.697598502,0.15264853611950407,0.17066719568349434,0.8944222438774505
